,batch_time,comp_time,comm_batch_start
0,15.030807733535767,5.845827102661133,1684108715.6209345
1,7.76595139503479,5.771206617355347,1684108730.6167247
2,7.84285306930542,5.841392517089844,1684108738.512176
3,7.580378532409668,5.670217275619507,1684108746.4247863
4,7.786440372467041,5.815596580505371,1684108754.198515
5,7.8062920570373535,5.744719743728638,1684108761.9604526
6,7.7338173389434814,5.7530786991119385,1684108769.8220315
7,7.838787078857422,5.807840585708618,1684108777.6483357
8,7.765740394592285,5.525620698928833,1684108785.2478628
9,7.722903490066528,5.726135730743408,1684108793.3502254
10,7.829702138900757,5.8037333488464355,1684108801.255924
11,7.853947639465332,5.666900157928467,1684108809.018363
12,7.771100282669067,5.741083860397339,1684108816.9633877
13,7.637782096862793,5.723500490188599,1684108824.9405925
14,7.787581920623779,5.766951322555542,1684108832.6762817
15,7.77496600151062,5.762215614318848,1684108840.5214553
16,7.792209625244141,5.738367795944214,1684108848.3214777
17,7.866897344589233,5.8591039180755615,1684108856.3679795
18,7.808671474456787,5.781824111938477,1684108864.2368813
19,7.835626125335693,5.792649269104004,1684108872.1185498
20,7.754637956619263,5.797353267669678,1684108880.0742674
21,7.8384294509887695,5.69002366065979,1684108887.7953854
22,7.838101148605347,5.835113525390625,1684108895.8398154
23,7.713562250137329,5.784866571426392,1684108903.7645075
24,7.757289409637451,5.621491193771362,1684108911.3966172
25,7.83466100692749,5.84591817855835,1684108919.459716
26,7.743469953536987,5.682233572006226,1684108927.159735
27,7.788060903549194,5.821417331695557,1684108935.0733736
28,7.840260744094849,5.802811861038208,1684108942.887111
29,7.744765043258667,5.684311628341675,1684108950.6921442
